WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,GFA,BTTM_AREA,BLDG_STTS_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,OCRN_YR,SEASN_NM,QTR_NO,OCRN_YMD,OCRN_TM,OCRN_MM,OCRN_DAY,OCRN_HR,OCRN_MN,DCLR_DOW,FRSTN_NM,CNTR_NM,LFDAU_NM,DSPT_REQ_TM,FIRE_SUPESN_REQ_TM,GRNDS_CTPV_NM,GRNDS_SGG_NM,CTY_FRMVL_SE_NM,DAMG_RGN_LOT,DAMG_RGN_LAT,GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_LCLSF_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_JOIN_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,EMRG_CNTRL_YN,IGTN_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_FIRE_IGTN_BRNCH_NM,HR_UNIT_ARTMP,HR_UNIT_RN,HR_UNIT_WSPD,HR_UNIT_WNDRCT,HR_UNIT_HUM,HR_UNIT_SNWFL,HR_UNIT_VSDST,행정동
171226055215161,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,16.0,6.0,14860.0,643.0,사용중,0,0,0,51,2017,겨울,4,20171226,50400,12,26,5,4,화요일,강남소방서,역삼119안전센터,역삼119안전센터,351,300,서울특별시,강남구,도시,127.0400175,37.5066377,3.0,1.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,기계적 요인,오일/연료누설,가연성가스,기타(가연성가스),계절용 기기,석유난로/곤로,,,판매/업무시설,숙박시설,호텔,1.0,0.0,N,Y,N,,,,,,-2.9,,0.8,290.0,77.0,,1833.0,역삼1동
180112143854243,기타(쓰레기 화재등),,,,,,,,,,0,0,0,0,2018,겨울,1,20180112,90400,1,12,9,4,금요일,강남소방서,역삼119안전센터,역삼119안전센터,355,300,서울특별시,강남구,도시,127.0417204,37.5090137,4.0,3.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,-14.9,,1.2,340.0,40.0,,1999.0,역삼1동
180114215340103,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,1529.0,237.0,사용중,0,0,0,400,2018,겨울,1,20180114,204100,1,14,20,41,일요일,강남소방서,역삼119안전센터,역삼119안전센터,319,400,서울특별시,강남구,도시,127.039789,37.5061435,2.0,2.0,0.0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,누전/지락,전기/전자,전선피복,,,,,생활서비스,일상서비스,고시원업,4.0,0.0,N,Y,Y,,,,,,3.5,,1.0,110.0,55.0,,1100.0,역삼1동
180115152147399,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,720.0,130.0,사용중,0,0,0,64,2018,겨울,1,20180115,125200,1,15,12,52,월요일,강남소방서,역삼119안전센터,역삼119안전센터,319,300,서울특별시,강남구,도시,127.0437857,37.5049071,3.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,콘센트/ 스위치류,,,,,생활서비스,음식점,기타 음식점,1.0,0.0,N,N,N,,,,,,6.2,,1.9,290.0,64.0,,549.0,역삼1동
180116180002237,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,18.0,6.0,19904.0,1393.0,사용중,0,0,0,130,2018,겨울,1,20180116,104600,1,16,10,46,화요일,강남소방서,역삼119안전센터,역삼119안전센터,401,30,서울특별시,강남구,도시,127.0310482,37.4918533,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전선피복,,,,,판매/업무시설,일반업무,오피스텔,1.0,0.0,N,Y,N,,,,,,2.7,,0.5,70.0,60.0,,392.0,역삼1동
180116181418868,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,520.0,140.0,사용중,0,0,0,427,2018,겨울,1,20180116,162600,1,16,16,26,화요일,강남소방서,역삼119안전센터,역삼119안전센터,956,300,서울특별시,강남구,도시,127.0461039,37.5055834,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,기타(전기적요인),전기/전자,콘센트/ 스위치류,배선/배선기구,콘센트,,,주거,단독주택,다가구주택(원룸포함),3.0,5.0,N,N,N,,,,,,5.8,,0.9,20.0,50.0,,547.0,역삼1동
180121111406723,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1185.0,195.0,사용중,0,0,0,447,2018,겨울,1,20180121,95200,1,21,9,52,일요일,강남소방서,역삼119안전센터,역삼119안전센터,400,100,서울특별시,강남구,도시,127.0471263,37.5049512,2.0,2.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,생활기기,어항용 펌프모터/보온장치,,,생활서비스,음식점,횟집,1.0,0.0,N,Y,N,,,,,,-3.2,,0.8,20.0,46.0,,1091.0,역삼1동
180123085320106,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,11.0,2.0,3164.0,259.0,사용중,0,0,0,2534,2018,겨울,1,20180123,24900,1,23,2,49,화요일,강남소방서,역삼119안전센터,역삼119안전센터,423,700,서울특별시,강남구,도시,127.0323034,37.5065515,5.0,3.0,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,배선/배선기구,전력공급용 전선,전기/전자,전선피복,판매/업무시설,숙박시설,호텔,10.0,10.0,N,Y,N,,,,,,-7.5,,3.9,290.0,65.0,1.0,2000.0,역삼1동
180125112054703,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,1038.0,259.0,사용중,0,0,0,81,2018,겨울,1,20180125,101500,1,25,10,15,목요일,강남소방서,역삼119안전센터,역삼119안전센터,305,1700,서울특별시,강남구,도시,127.040651,37.504695,3.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,공동주택,연립주택,3.0,0.0,N,N,N,,,,,,-15.3,,2.4,290.0,33.0,0.6,2000.0,역삼1동
180126055344299,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,2031.0,329.0,사용중,0,0,0,7974,2018,겨울,1,20180126,14100,1,26,1,41,금요일,강남소방서,역삼119안전센터,역삼119안전센터,300,1200,서울특별시,강남구,도시,127.0305642,37.4944473,5.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,계절용 기기,에어컨,종이/목재/건초등,목재/ 합판,생활서비스,음식점,중식,2.0,120.0,N,Y,Y,,,,,,-15.3,,1.7,320.0,34.0,0.5,2000.0,역삼1동
180129172036658,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,8.0,1.0,1999.0,294.0,사용중,0,0,0,150,2018,겨울,1,20180129,151300,1,29,15,13,월요일,강남소방서,역삼119안전센터,역삼119안전센터,500,0,서울특별시,강남구,도시,127.0299303,37.4994448,4.0,4.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,계절용 기기,냉난방기,,,판매/업무시설,일반업무,일반회사,8.0,0.0,N,N,N,,,,,,-5.2,,4.5,290.0,27.0,,1927.0,역삼1동
180131100013792,건축/구조물,양식(옥),철골조,샌드위치패널,1.0,2.0,1.0,1018.0,447.0,사용중,0,0,0,159,2018,겨울,1,20180131,85100,1,31,8,51,수요일,강남소방서,역삼119안전센터,역삼119안전센터,300,100,서울특별시,강남구,도시,127.0296529,37.4965606,4.0,2.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,전기/전자,전기/ 전자기기 케이스,생활기기,어항용 펌프모터/보온장치,,,생활서비스,음식점,횟집,1.0,0.0,N,Y,N,,,,,,-3.6,,1.7,320.0,83.0,3.5,915.0,역삼1동
180213130224839,기타(쓰레기 화재등),,,,,,,,,,0,0,0,240,2018,겨울,1,20180213,114300,2,13,11,43,화요일,강남소방서,역삼119안전센터,역삼119안전센터,354,400,서울특별시,강남구,도시,127.0338238,37.5051114,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,과부하/과전류,전기/전자,전선피복,기타,기타,,,기타,야외,기타야외,,,N,N,N,,,,,,-0.3,,3.4,200.0,40.0,,1728.0,역삼1동
180213175638067,건축/구조물,한식(옥),벽돌조,와가,1.0,2.0,1.0,447.0,149.0,사용중,0,0,0,151,2018,겨울,1,20180213,154800,2,13,15,48,화요일,강남소방서,역삼119안전센터,역삼119안전센터,457,300,서울특별시,강남구,도시,127.0283165,37.503842,4.0,2.0,0.0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,종이/목재/건초등,풀/ 나뭇잎,조명/ 간판,기타(조명/간판),,,생활서비스,일상서비스,이미용실,2.0,0.0,N,N,N,,,,,,3.7,,5.3,250.0,40.0,,1950.0,역삼1동
180221180507436,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,3.0,2354.0,250.0,사용중,0,0,0,90,2018,겨울,1,20180221,170000,2,21,17,0,수요일,강남소방서,역삼119안전센터,역삼119안전센터,200,1100,서울특별시,강남구,도시,127.0385516,37.4968072,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,건초,,,,,판매/업무시설,일반업무,일반빌딩,6.0,0.0,N,Y,N,,,,,,3.1,,3.7,290.0,14.0,,2000.0,역삼1동
180223033655696,기타(쓰레기 화재등),,,,,,,,,,0,0,0,63,2018,겨울,1,20180223,10900,2,23,1,9,금요일,강남소방서,역삼119안전센터,역삼119안전센터,240,1800,서울특별시,강남구,도시,127.0355622,37.4993106,4.0,2.0,0.0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,누전/지락,전기/전자,전선피복,전기설비,기타(전기설비),,,기타,도로,전봇대,,,N,N,N,,,,,,0.6,,2.1,200.0,96.0,4.0,118.0,역삼1동
180224195026126,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,0.0,391.0,126.0,사용중,0,0,0,55,2018,겨울,1,20180224,95600,2,24,9,56,토요일,강남소방서,역삼119안전센터,역삼119안전센터,200,100,서울특별시,강남구,도시,127.035212,37.4939092,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1.0,0.0,N,N,N,,,,,,0.6,,3.8,320.0,64.0,,430.0,역삼1동
180226151104314,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,0.0,602.0,166.0,사용중,0,0,0,1229,2018,겨울,1,20180226,112800,2,26,11,28,월요일,강남소방서,역삼119안전센터,역삼119안전센터,217,1100,서울특별시,강남구,도시,127.03492,37.4955336,4.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,기타,기타,주거,공동주택,다세대주택,2.0,4.0,N,N,N,,,,,,4.6,,1.6,140.0,37.0,,1309.0,역삼1동
180306122940010,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,11.0,2.0,1989.0,198.0,사용중,0,0,0,27,2018,봄,1,20180306,103900,3,6,10,39,화요일,강남소방서,역삼119안전센터,역삼119안전센터,444,800,서울특별시,강남구,도시,127.0390581,37.5027845,3.0,1.0,0.0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,종이/목재/건초등,나무,,,,,판매/업무시설,일반업무,일반빌딩,2.0,0.0,N,N,N,,,,,,3.7,,1.3,20.0,51.0,,1596.0,역삼1동
180307024231561,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,749.0,149.0,사용중,0,0,0,70,2018,봄,1,20180307,2300,3,7,0,23,수요일,강남소방서,역삼119안전센터,역삼119안전센터,500,0,서울특별시,강남구,도시,127.0343996,37.5025563,3.0,1.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,전기/전자,전기/ 전자기기 케이스,생활기기,헤어드라이어/헤어브러쉬,,,주거,단독주택,다가구주택(원룸포함),-1.0,6.0,N,N,N,,,,,,2.8,,1.7,110.0,45.0,,1493.0,역삼1동
180307160440039,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,528.0,132.0,사용중,0,0,0,4877,2018,봄,1,20180307,145000,3,7,14,50,수요일,강남소방서,역삼119안전센터,역삼119안전센터,416,800,서울특별시,강남구,도시,127.0435557,37.5076009,3.0,2.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,종이/목재/건초등,종이,,,,,주거,단독주택,다가구주택(원룸포함),2.0,10.0,N,N,N,,,,,,9.8,,0.9,70.0,38.0,,1908.0,역삼1동
180307222744861,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,670.0,159.0,사용중,0,0,0,126,2018,봄,1,20180307,190000,3,7,19,0,수요일,강남소방서,역삼119안전센터,역삼119안전센터,217,600,서울특별시,강남구,도시,127.0349507,37.4981531,4.0,1.0,0.0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,음식물 조리중,기타,기타,,,,,생활서비스,음식점,한식,2.0,0.0,N,N,Y,,,,,,8.9,,2.3,140.0,44.0,,2000.0,역삼1동
180319212228569,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,2.0,1307.0,227.0,사용중,0,0,0,786,2018,봄,1,20180319,201400,3,19,20,14,월요일,강남소방서,역삼119안전센터,역삼119안전센터,300,0,서울특별시,강남구,도시,127.0424635,37.5060421,3.0,2.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,침구/직물류,이불(베개/시트),계절용 기기,전기장판/담요/방석류,,,주거,공동주택,다세대주택,2.0,0.0,N,Y,N,,,,,,8.3,,3.1,90.0,47.0,,2000.0,역삼1동
180324190625217,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1573.0,255.0,사용중,0,0,0,108,2018,봄,1,20180324,180600,3,24,18,6,토요일,강남소방서,역삼119안전센터,역삼119안전센터,300,800,서울특별시,강남구,도시,127.0309572,37.4948934,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,일반빌딩,1.0,0.0,N,Y,N,,,,,,9.0,,3.0,270.0,76.0,,288.0,역삼1동
180330134502254,기타(쓰레기 화재등),,,,,,,,,,0,0,0,66,2018,봄,1,20180330,125600,3,30,12,56,금요일,강남소방서,역삼119안전센터,역삼119안전센터,125,500,서울특별시,강남구,도시,127.0311169,37.5027928,5.0,1.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,부주의,기타(부주의),종이/목재/건초등,기타(종이/목재/건초등),,,,,기타,야외,기타야외,,,N,N,N,,,,,,19.1,,1.6,90.0,26.0,,1704.0,역삼1동
180407215602766,기타(쓰레기 화재등),,,,,,,,,,0,0,0,55,2018,봄,2,20180407,203300,4,7,20,33,토요일,강남소방서,역삼119안전센터,역삼119안전센터,200,600,서울특별시,강남구,도시,127.037032,37.5025012,3.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,기타,야외,기타야외,,,N,N,N,,,,,,4.2,,4.1,270.0,44.0,,2000.0,역삼1동
180408201828437,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,0.0,499.0,130.0,사용중,0,0,0,392,2018,봄,2,20180408,191100,4,8,19,11,일요일,강남소방서,역삼119안전센터,역삼119안전센터,600,0,서울특별시,강남구,도시,127.0342797,37.4951763,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,4.0,0.0,N,N,N,,,,,,2.5,1.0,1.8,110.0,94.0,,349.0,역삼1동
180413170355508,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,2059.0,644.0,사용중,0,0,0,3072,2018,봄,2,20180413,105900,4,13,10,59,금요일,강남소방서,역삼119안전센터,역삼119안전센터,121,1500,서울특별시,강남구,도시,127.0298749,37.4943828,6.0,2.0,0.0,불꽃/ 불티,모닥불/ 연탄/ 숯,부주의,음식물 조리중,기타,기타,,,,,생활서비스,음식점,제과점,5.0,0.0,N,Y,Y,,,,,,15.7,,1.6,90.0,18.0,,1980.0,역삼1동
180415014908571,건축/구조물,한식(옥),벽돌조,시멘트기와,1.0,2.0,1.0,278.0,171.0,사용중,0,0,0,4177,2018,봄,2,20180415,300,4,15,0,3,일요일,강남소방서,역삼119안전센터,역삼119안전센터,300,1400,서울특별시,강남구,도시,127.0385432,37.503018,3.0,1.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,기타,기타,,,,,생활서비스,음식점,기타 음식점,1.0,15.0,N,N,Y,,,,,,7.8,,1.8,270.0,78.0,,1741.0,역삼1동
180420161106517,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,0.0,503.0,178.0,사용중,0,0,0,52,2018,봄,2,20180420,132800,4,20,13,28,금요일,강남소방서,역삼119안전센터,역삼119안전센터,300,700,서울특별시,강남구,도시,127.0423203,37.5071536,3.0,1.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,주거,단독주택,다가구주택(원룸포함),2.0,0.0,N,N,N,,,,,,24.2,,1.5,180.0,30.0,,835.0,역삼1동
180422001123756,기타(쓰레기 화재등),,,,,,,,,,0,0,0,56,2018,봄,2,20180421,195000,4,21,19,50,토요일,강남소방서,역삼119안전센터,역삼119안전센터,531,10,서울특별시,강남구,도시,127.0317684,37.495756,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,20.7,,2.0,290.0,15.0,,2000.0,역삼1동
180504083528715,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,8.0,2.0,5077.0,262.0,사용중,0,0,0,419,2018,봄,2,20180504,72200,5,4,7,22,금요일,강남소방서,역삼119안전센터,역삼119안전센터,500,200,서울특별시,강남구,도시,127.0351341,37.5034788,3.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,일반회사,2.0,0.0,N,Y,N,,,,,,9.5,,2.1,270.0,55.0,,1912.0,역삼1동
180508112111185,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,1051.0,204.0,사용중,0,0,0,1114,2018,봄,2,20180508,101400,5,8,10,14,화요일,강남소방서,역삼119안전센터,역삼119안전센터,200,1200,서울특별시,강남구,도시,127.0358011,37.5021853,4.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,생활서비스,음식점,치킨/족발,1.0,4.0,N,N,N,,,,,,20.0,,1.9,70.0,48.0,,2000.0,역삼1동
180517070723687,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,1279.0,304.0,사용중,0,0,0,15809,2018,봄,2,20180517,35800,5,17,3,58,목요일,강남소방서,역삼119안전센터,역삼119안전센터,300,5700,서울특별시,강남구,도시,127.0389446,37.4922624,4.0,1.0,0.0,작동기기,불꽃/ 스파크/ 정전기,전기적 요인,기타(전기적요인),전기/전자,전자기기 부속품,,,,,생활서비스,오락시설,노래연습장업,-1.0,100.0,N,Y,Y,,,,,,21.8,2.5,0.6,70.0,98.0,,113.0,역삼1동
180528165530432,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,1298.0,252.0,사용중,0,0,0,23664,2018,봄,2,20180528,150900,5,28,15,9,월요일,강남소방서,역삼119안전센터,역삼119안전센터,700,400,서울특별시,강남구,도시,127.0294684,37.4998852,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,,,자동차/철도차량/선박/항공기,기타(자동차/철도차량/선박/항공기),생활서비스,음식점,한식,1.0,4.0,N,Y,N,,,,,,28.4,,3.1,270.0,43.0,,900.0,역삼1동
180529120732308,건축/구조물,양식(옥),철근콘크리트조,슬라브가,11.0,4.0,1.0,0.0,0.0,사용중,0,1,1,301,2018,봄,2,20180529,104300,5,29,10,43,화요일,강남소방서,역삼119안전센터,역삼119안전센터,500,0,서울특별시,강남구,도시,127.0403611,37.5040961,3.0,1.0,0.0,작동기기,불꽃/ 스파크/ 정전기,부주의,불씨/불꽃/화원방치,침구/직물류,카펫,,,,,의료/복지시설,건강시설,기타 건강시설,2.0,0.0,N,N,N,,,,,,21.6,,1.6,230.0,68.0,,980.0,역삼1동
180616123038500,기타(쓰레기 화재등),,,,,,,,,,0,0,0,20,2018,여름,2,20180616,114900,6,16,11,49,토요일,강남소방서,역삼119안전센터,역삼119안전센터,300,200,서울특별시,강남구,도시,127.047889,37.5044089,2.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,목재/ 합판,,,,,기타,야외,기타야외,,,N,N,N,,,,,,23.4,,1.6,140.0,46.0,,1954.0,역삼1동
180617225310472,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,10.0,4.0,4648.0,364.0,사용중,0,4,4,2328,2018,여름,2,20180617,191900,6,17,19,19,일요일,강남소방서,역삼119안전센터,역삼119안전센터,400,0,서울특별시,강남구,도시,127.0285292,37.4990479,4.0,2.0,0.0,미상(발화원인),미상,가스누출(폭발),가스누출(폭발),가연성가스,프로판가스,주방기기,기타(주방기기),,,판매/업무시설,숙박시설,호텔,10.0,0.0,N,Y,N,,,,,,24.2,,1.9,320.0,62.0,,1225.0,역삼1동
180626222335120,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,461.0,122.0,사용중,0,0,0,80,2018,여름,2,20180626,174200,6,26,17,42,화요일,강남소방서,역삼119안전센터,역삼119안전센터,412,10,서울특별시,강남구,도시,127.0315885,37.49439,4.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,누전/지락,전기/전자,전선피복,배선/배선기구,전력공급용 전선,,,생활서비스,음식점,한식,3.0,0.0,N,N,N,,,,,,24.0,2.0,5.0,200.0,95.0,,362.0,역삼1동
180728010646909,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,276.0,80.0,사용중,0,0,0,1234,2018,여름,3,20180727,221100,7,27,22,11,금요일,강남소방서,역삼119안전센터,역삼119안전센터,508,52,서울특별시,강남구,도시,127.0279982,37.5004099,4.0,3.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,생활서비스,음식점,일반주점,1.0,0.0,N,N,N,,,,,,29.9,,2.0,290.0,74.0,,1201.0,역삼1동
180802011816874,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2.0,1.0,216.0,101.0,사용중,0,0,0,394,2018,여름,3,20180801,161600,8,1,16,16,수요일,강남소방서,역삼119안전센터,역삼119안전센터,803,0,서울특별시,강남구,도시,127.0259597,37.5036353,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,배선/배선기구,옥내 인입배선,,,생활서비스,음식점,한식,1.0,0.0,N,N,N,,,,,,39.4,,2.5,270.0,39.0,,1897.0,역삼1동
180816154024482,기타(쓰레기 화재등),,,,,,,,,,0,0,0,405,2018,여름,3,20180816,144300,8,16,14,43,목요일,강남소방서,역삼119안전센터,역삼119안전센터,240,0,서울특별시,강남구,도시,127.0407145,37.5083517,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,35.3,,2.0,110.0,40.0,,2000.0,역삼1동
180818012559902,자동차/철도차량,,,,,,,,,,0,0,0,1650,2018,여름,3,20180817,230900,8,17,23,9,금요일,강남소방서,역삼119안전센터,역삼119안전센터,200,500,서울특별시,강남구,도시,127.0386075,37.5085775,3.0,1.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,차량/ 선박부품,배기가스매니홀드,,,자동차/철도차량,자동차,승용자동차,,,N,N,N,,일반도로,기타차량위치,,,25.2,,1.2,140.0,47.0,,2000.0,역삼1동
180819080008391,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,602.0,122.0,사용중,0,0,0,193,2018,여름,3,20180819,65700,8,19,6,57,일요일,강남소방서,역삼119안전센터,역삼119안전센터,326,200,서울특별시,강남구,도시,127.0359203,37.5062537,3.0,2.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,기타,기타,종이/목재/건초등,종이,,,,,주거,공동주택,다세대주택,1.0,0.0,N,Y,N,,,,,,23.1,,0.6,20.0,64.0,,2000.0,역삼1동
180821012501574,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,388.0,103.0,사용중,0,0,0,301,2018,여름,3,20180820,205100,8,20,20,51,월요일,강남소방서,역삼119안전센터,역삼119안전센터,426,800,서울특별시,강남구,도시,127.0347086,37.5028394,4.0,2.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,쓰레기류,쓰레기,주방기기,핫플래이트,,,주거,단독주택,다가구주택(원룸포함),-1.0,2.0,N,N,N,,,,,,29.8,,3.4,200.0,61.0,,1525.0,역삼1동
180821021512310,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,986.0,190.0,사용중,0,0,0,169,2018,여름,3,20180820,235100,8,20,23,51,월요일,강남소방서,역삼119안전센터,역삼119안전센터,350,700,서울특별시,강남구,도시,127.0469853,37.5063448,3.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,조명/ 간판,기타(조명/간판),,,판매/업무시설,일반업무,일반회사,6.0,0.0,N,Y,N,,,,,,28.5,,4.9,180.0,62.0,,1882.0,역삼1동
180826030416016,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2.0,0.0,993.0,507.0,사용중,0,0,0,9412,2018,여름,3,20180826,3900,8,26,0,39,일요일,강남소방서,역삼119안전센터,역삼119안전센터,300,1100,서울특별시,강남구,도시,127.0328214,37.4980184,4.0,2.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,주방기기,가스렌지,,,생활서비스,음식점,중식,1.0,10.0,N,Y,N,,,,,,22.8,,1.5,290.0,78.0,,2000.0,역삼1동
