WRINV_NO,FIRE_TYPE_NM,BLDG_SRTFRM_NM,BLDG_STRCTR_NM,BLDG_SRTRF_NM,BLDG_RSCU_DNGCT,GRND_NOFL,UDGD_NOFL,GFA,BTTM_AREA,BLDG_STTS_NM,DTH_CNT,INJPSN_CNT,HNL_DAM_CNT,PRPT_DAM_AMT,OCRN_YR,SEASN_NM,QTR_NO,OCRN_YMD,OCRN_TM,OCRN_MM,OCRN_DAY,OCRN_HR,OCRN_MN,DCLR_DOW,FRSTN_NM,CNTR_NM,LFDAU_NM,DSPT_REQ_TM,FIRE_SUPESN_REQ_TM,GRNDS_CTPV_NM,GRNDS_SGG_NM,CTY_FRMVL_SE_NM,DAMG_RGN_LOT,DAMG_RGN_LAT,GRNDS_DSTNC,CNTR_GRNDS_DSTNC,LFDAU_GRNDS_DSTNC,IGTN_HTSRC_LCLSF_NM,IGTN_HTSRC_SCLSF_NM,IGTN_DMNT_LCLSF_NM,IGTN_DMNT_SCLSF_NM,FRST_IGOBJ_LCLSF_NM,FRST_IGOBJ_SCLSF_NM,IGTN_ISTR_LCLSF_NM,IGTN_ISTR_SCLSF_NM,CMBS_EXPOBJ_LCLSF_NM,CMBS_EXPOBJ_SCLSF_NM,FCLT_PLC_LCLSF_NM,FCLT_PLC_MCLSF_NM,FCLT_PLC_SCLSF_NM,IGTN_FLR_NM,SO_AREA,FIRE_INSRNC_OBLG_JOIN_TRGT_YN,ARSON_MNG_TRGT_YN,MUB_YN,EMRG_CNTRL_YN,IGTN_PLC_NM,VHCL_IGTN_PSTN_NM,FND_FIRE_SE_NM,FND_FIRE_IGTN_BRNCH_NM,HR_UNIT_ARTMP,HR_UNIT_RN,HR_UNIT_WSPD,HR_UNIT_WNDRCT,HR_UNIT_HUM,HR_UNIT_SNWFL,HR_UNIT_VSDST,행정동
200330145337066,기타(쓰레기 화재등),,,,,,,,,,0,0,0,81,2020,봄,1,20200330,133700,3,30,13,37,월요일,강남소방서,역삼119안전센터,역삼119안전센터,232,500,서울특별시,강남구,도시,127.0313512,37.4965795,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,14.9,,2.7,230.0,19.0,,1380.0,역삼1동
200406194525888,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,19.0,8.0,50134.0,2315.0,사용중,0,0,0,32886,2020,봄,2,20200406,142400,4,6,14,24,월요일,강남소방서,역삼119안전센터,역삼119안전센터,434,10037,서울특별시,강남구,도시,127.0293135,37.4977316,3.0,2.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,생활서비스,음식점,중식,-1.0,232.0,N,Y,Y,,,,,,15.8,,3.9,270.0,23.0,,1713.0,역삼1동
200426181828664,기타(쓰레기 화재등),,,,,,,,,,0,0,0,437,2020,봄,2,20200426,171800,4,26,17,18,일요일,강남소방서,역삼119안전센터,역삼119안전센터,148,1439,서울특별시,강남구,도시,127.0391653,37.5026361,3.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,16.6,,5.3,290.0,26.0,,2000.0,역삼1동
200506040055541,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,2.0,1744.0,241.0,사용중,0,0,0,242,2020,봄,2,20200506,30300,5,6,3,3,수요일,강남소방서,역삼119안전센터,역삼119안전센터,425,737,서울특별시,강남구,도시,127.0275088,37.4997763,4.0,2.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,생활서비스,음식점,기타 음식점,1.0,0.0,N,Y,N,,,,,,11.9,,0.4,0.0,78.0,,1686.0,역삼1동
200508201209090,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,1004.0,183.0,사용중,0,0,0,84,2020,봄,2,20200508,175600,5,8,17,56,금요일,강남소방서,역삼119안전센터,역삼119안전센터,1430,113,서울특별시,강남구,도시,127.0335367,37.4943828,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,생활서비스,음식점,기타 음식점,1.0,2.0,N,N,N,,,,,,22.0,,3.1,290.0,31.0,,1749.0,역삼1동
200512145117360,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,182.0,45.0,사용중,0,0,0,270,2020,봄,2,20200512,135400,5,12,13,54,화요일,강남소방서,역삼119안전센터,역삼119안전센터,329,654,서울특별시,강남구,도시,127.0345236,37.495737,4.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,,,생활서비스,음식점,치킨/족발,1.0,0.0,N,N,N,,,,,,15.7,,3.3,250.0,71.0,,982.0,역삼1동
200513182531766,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,502.0,137.0,사용중,0,0,0,196,2020,봄,2,20200513,171200,5,13,17,12,수요일,강남소방서,역삼119안전센터,역삼119안전센터,343,1110,서울특별시,강남구,도시,127.0336721,37.4917449,1.0,4.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,기타,기타,,,,,주거,단독주택,다가구주택(원룸포함),3.0,0.0,N,N,N,,,,,,20.6,,5.0,270.0,26.0,,2000.0,역삼1동
200514003433186,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,0.0,659.0,191.0,사용중,0,0,0,11,2020,봄,2,20200513,231900,5,13,23,19,수요일,강남소방서,역삼119안전센터,역삼119안전센터,255,444,서울특별시,강남구,도시,127.0471912,37.5062984,3.0,3.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,가연물 근접방치,식품,기타(식품),,,,,주거,공동주택,기타 공동주택,3.0,0.0,N,N,N,,,,,,14.9,,0.7,250.0,45.0,,2000.0,역삼1동
200601175240555,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,7.0,3.0,2826.0,235.0,사용중,0,0,0,3110,2020,여름,2,20200601,154800,6,1,15,48,월요일,강남소방서,역삼119안전센터,역삼119안전센터,514,1046,서울특별시,강남구,도시,127.0271791,37.501115,4.0,2.0,0.0,미상(발화원인),미상,미상,미상,미상,미상,기타,기타,,,생활서비스,음식점,기타 음식점,4.0,2.0,N,Y,N,,,,,,23.8,,5.5,270.0,40.0,,2000.0,역삼1동
200605202938798,기타(쓰레기 화재등),,,,,,,,,,0,0,0,29,2020,여름,2,20200605,191300,6,5,19,13,금요일,강남소방서,역삼119안전센터,역삼119안전센터,19,922,서울특별시,강남구,도시,127.0393999,37.4949809,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,기타(종이/목재/건초등),,,,,기타,야외,기타야외,,,N,N,N,,,,,,25.8,,3.3,290.0,60.0,,1322.0,역삼1동
200610182932726,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,103.0,168.0,사용중,0,0,0,48,2020,여름,2,20200610,172200,6,10,17,22,수요일,강남소방서,역삼119안전센터,역삼119안전센터,457,240,서울특별시,강남구,도시,127.0439973,37.5040868,2.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,콘센트/ 스위치류,배선/배선기구,콘센트,,,생활서비스,일상서비스,편의점,1.0,0.0,N,Y,N,,,,,,28.7,,3.4,320.0,55.0,,2000.0,역삼1동
200611205414804,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,507.0,121.0,사용중,0,0,0,90,2020,여름,2,20200611,195900,6,11,19,59,목요일,강남소방서,역삼119안전센터,역삼119안전센터,156,556,서울특별시,강남구,도시,127.0266479,37.5040285,4.0,3.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,주거,공동주택,다세대주택,1.0,1.0,N,N,N,,,,,,29.1,,2.3,320.0,49.0,,2000.0,역삼1동
200614220707224,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,14.0,5.0,16047.0,786.0,사용중,0,0,0,411,2020,여름,2,20200614,205500,6,14,20,55,일요일,강남소방서,역삼119안전센터,역삼119안전센터,331,1250,서울특별시,강남구,도시,127.0319854,37.4916754,4.0,1.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,음식물 조리중,합성수지,플라스틱/ PVC/ 비닐/ 장판,,,,,판매/업무시설,일반업무,오피스텔,9.0,1.0,N,Y,N,,,,,,23.0,,4.1,270.0,72.0,,1319.0,역삼1동
200616005524909,기타(쓰레기 화재등),,,,,,,,,,0,0,0,16,2020,여름,2,20200616,200,6,16,0,2,화요일,강남소방서,역삼119안전센터,역삼119안전센터,428,500,서울특별시,강남구,도시,127.0266852,37.5029105,2.0,4.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,21.1,,2.9,270.0,78.0,,1036.0,역삼1동
200616193529599,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2.0,1.0,271.0,136.0,사용중,0,0,0,305,2020,여름,2,20200616,173100,6,16,17,31,화요일,강남소방서,역삼119안전센터,역삼119안전센터,434,850,서울특별시,강남구,도시,127.0274021,37.4999849,2.0,5.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,생활서비스,음식점,양식,2.0,0.0,N,N,N,,,,,,29.6,,3.7,290.0,49.0,,707.0,역삼1동
200717224026598,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,639.0,137.0,사용중,0,0,0,199,2020,여름,3,20200717,201000,7,17,20,10,금요일,강남소방서,역삼119안전센터,역삼119안전센터,51,4042,서울특별시,강남구,도시,127.0431519,37.5050468,3.0,1.0,0.0,작동기기,기기 전도/복사열,전기적 요인,기타(전기적요인),전기/전자,전선피복,,,,,생활서비스,오락시설,노래연습장업,-1.0,0.0,N,N,Y,,,,,,26.7,,2.4,270.0,69.0,,1446.0,역삼1동
200719094834855,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,509.0,129.0,사용중,0,0,0,581,2020,여름,3,20200719,71300,7,19,7,13,일요일,강남소방서,역삼119안전센터,역삼119안전센터,329,2445,서울특별시,강남구,도시,127.03895,37.5031542,3.0,1.0,0.0,미상(발화원인),미상,미상,미상,기타,기타,계절용 기기,환풍기/송풍기/공조기,,,생활서비스,음식점,일반주점,3.0,0.0,N,N,N,,,,,,22.5,1.2,2.5,50.0,82.0,,700.0,역삼1동
200727144750788,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,2.0,1487.0,221.0,사용중,0,0,0,24,2020,여름,3,20200727,103300,7,27,10,33,월요일,강남소방서,역삼119안전센터,역삼119안전센터,154,1939,서울특별시,강남구,도시,127.032867,37.5006594,3.0,3.0,0.0,작동기기,전기적 아크(단락),전기적 요인,층간단락,전기/전자,작동장치(모터/ 히터/ 램프 등),,,,,판매/업무시설,일반업무,일반회사,5.0,0.0,N,N,N,,,,,,24.3,0.0,2.8,50.0,84.0,,2000.0,역삼1동
200729044547750,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,495.0,118.0,사용중,0,0,0,97,2020,여름,3,20200729,35000,7,29,3,50,수요일,강남소방서,역삼119안전센터,역삼119안전센터,421,128,서울특별시,강남구,도시,127.0388808,37.5033014,3.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,생활서비스,음식점,기타 음식점,2.0,0.0,N,N,N,,,,,,23.1,3.4,2.3,70.0,96.0,,1300.0,역삼1동
200801031815588,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,16.0,6.0,38336.0,1425.0,사용중,0,0,0,4500,2020,여름,3,20200801,5600,8,1,0,56,토요일,강남소방서,역삼119안전센터,역삼119안전센터,257,4519,서울특별시,강남구,도시,127.0325016,37.4909106,5.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전자기기 부속품,생활기기,기타(생활기기),,,판매/업무시설,일반업무,오피스텔,11.0,45.0,N,Y,N,,,,,,25.0,1.0,3.4,320.0,90.0,,852.0,역삼1동
200819204604112,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,0.0,596.0,125.0,사용중,0,0,0,321,2020,여름,3,20200819,183100,8,19,18,31,수요일,강남소방서,역삼119안전센터,역삼119안전센터,822,1137,서울특별시,강남구,도시,127.0427905,37.5089501,3.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,계절용 기기,에어컨,전기/전자,전기/ 전자기기 기판,판매/업무시설,일반업무,일반회사,3.0,0.0,N,N,N,,,,,,29.9,,2.9,290.0,63.0,,1337.0,역삼1동
200820141839623,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1169.0,190.0,사용중,0,0,0,24,2020,여름,3,20200820,104700,8,20,10,47,목요일,강남소방서,역삼119안전센터,역삼119안전센터,156,1457,서울특별시,강남구,도시,127.0311303,37.4945069,5.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,전기/전자,전선피복,,,,,생활서비스,음식점,한식,1.0,0.0,N,N,N,,,,,,27.8,,1.1,200.0,75.0,,1002.0,역삼1동
200829143251613,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,997.0,205.0,사용중,0,0,0,50,2020,여름,3,20200829,131200,8,29,13,12,토요일,강남소방서,역삼119안전센터,역삼119안전센터,403,0,서울특별시,강남구,도시,127.0351307,37.49882,3.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,조명/ 간판,기타(조명/간판),,,생활서비스,위락시설,단란주점,-1.0,0.0,N,N,Y,,,,,,26.5,1.3,0.8,90.0,91.0,,973.0,역삼1동
200903091206420,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,1208.0,248.0,사용중,0,0,0,4512,2020,가을,3,20200903,64800,9,3,6,48,목요일,강남소방서,역삼119안전센터,역삼119안전센터,423,2542,서울특별시,강남구,도시,127.0441509,37.5042474,2.0,1.0,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,전선피복,,,,,판매/업무시설,일반업무,일반빌딩,-1.0,50.0,N,Y,N,,,,,,20.3,3.0,4.9,290.0,97.0,,1055.0,역삼1동
200904125202098,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,1456.0,260.0,사용중,0,0,0,255,2020,가을,3,20200904,111500,9,4,11,15,금요일,강남소방서,역삼119안전센터,역삼119안전센터,319,925,서울특별시,강남구,도시,127.0364442,37.4962882,4.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,가연물 근접방치,종이/목재/건초등,종이,주방기기,핫플래이트,종이/목재/건초등,종이,주거,단독주택,상가주택(주택부분에서 화재가 발생한 경우에만 해당),3.0,1.0,N,Y,N,,,,,,24.0,,2.8,250.0,63.0,,1846.0,역삼1동
200910210112195,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,705.0,182.0,사용중,0,0,0,41,2020,가을,3,20200910,200000,9,10,20,0,목요일,강남소방서,역삼119안전센터,역삼119안전센터,402,328,서울특별시,강남구,도시,127.0434203,37.5064436,3.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,단독주택,다가구주택(원룸포함),-1.0,0.0,N,N,N,,,,,,23.5,,1.7,270.0,68.0,,1782.0,역삼1동
200920104826330,자동차/철도차량,,,,,,,,,,0,0,0,2310,2020,가을,3,20200920,91400,9,20,9,14,일요일,강남소방서,역삼119안전센터,역삼119안전센터,118,532,서울특별시,강남구,도시,127.0433678,37.5100127,3.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,접촉불량에 의한 단락,자동차/철도차량/선박/항공기,전기배선,차량/ 선박부품,배선,,,자동차/철도차량,자동차,오토바이,,,N,N,N,,일반도로,기타차량위치,,,18.8,,2.1,290.0,59.0,,1958.0,역삼1동
200921021641592,기타(쓰레기 화재등),,,,,,,,,,0,0,0,13961,2020,가을,3,20200920,232900,9,20,23,29,일요일,강남소방서,역삼119안전센터,역삼119안전센터,238,2713,서울특별시,강남구,도시,127.0339582,37.5008766,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,25.0,N,N,N,,,,,,17.8,,1.5,290.0,67.0,,2000.0,역삼1동
200921131354078,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,20.0,5.0,13209.0,945.0,신축,0,0,0,1718,2020,가을,3,20200921,103200,9,21,10,32,월요일,강남소방서,역삼119안전센터,역삼119안전센터,234,900,서울특별시,강남구,도시,127.0392448,37.5072722,3.0,2.0,0.0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,합성수지,우레탄,산업장비,용접절단기(토치),,,판매/업무시설,일반업무,오피스텔,20.0,10.0,N,N,N,,,,,,19.3,,1.6,70.0,59.0,,1959.0,역삼1동
200922201957857,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,2382.0,366.0,사용중,0,0,0,13150,2020,가을,3,20200922,164400,9,22,16,44,화요일,강남소방서,역삼119안전센터,역삼119안전센터,202,3533,서울특별시,강남구,도시,127.0393605,37.4924925,4.0,1.0,0.0,담뱃불/ 라이터불,라이터불/ 성냥불,방화,방화,침구/직물류,의류,,,침구/직물류,의류,생활서비스,일상서비스,기타 일상서비스,2.0,80.0,N,Y,N,,,,,,25.2,,3.8,50.0,40.0,,1998.0,역삼1동
200924125942635,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,24.0,6.0,62725.0,2218.0,사용중,0,0,0,6058,2020,가을,3,20200924,90900,9,24,9,9,목요일,강남소방서,역삼119안전센터,역삼119안전센터,327,3100,서울특별시,강남구,도시,127.0349391,37.4997053,3.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,튀김유,,,기타,기타,생활서비스,음식점,중식,1.0,0.0,N,Y,Y,,,,,,20.3,,3.4,50.0,61.0,,2000.0,역삼1동
201006012022289,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,3.0,1.0,372.0,107.0,사용중,0,0,0,55,2020,가을,4,20201006,1900,10,6,0,19,화요일,강남소방서,역삼119안전센터,역삼119안전센터,400,759,서울특별시,강남구,도시,127.0255071,37.503962,5.0,5.0,0.0,작동기기,전기적 아크(단락),전기적 요인,트래킹에 의한 단락,전기/전자,전선피복,,,,,생활서비스,음식점,일반주점,-1.0,0.0,N,N,N,,,,,,12.1,,1.2,250.0,68.0,,1108.0,역삼1동
201011001502931,기타(쓰레기 화재등),,,,,,,,,,0,0,0,25,2020,가을,4,20201010,225000,10,10,22,50,토요일,강남소방서,역삼119안전센터,역삼119안전센터,533,0,서울특별시,강남구,도시,127.027272,37.5008857,4.0,2.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,기타 쓰레기,,,간판/차양막등,플래카드,기타,야외,쓰레기,,,N,N,N,,,,,,16.4,,1.1,20.0,64.0,,2000.0,역삼1동
201021173349690,기타(쓰레기 화재등),,,,,,,,,,0,0,0,320,2020,가을,4,20201021,140300,10,21,14,3,수요일,강남소방서,역삼119안전센터,역삼119안전센터,315,1837,서울특별시,강남구,도시,127.0327544,37.5066369,5.0,3.0,0.0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,합성수지,스티로폼,,,,,기타,야외,기타야외,,,N,N,N,,,,,,16.6,,2.1,90.0,61.0,,1200.0,역삼1동
201101180041038,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,2.0,1.0,248.0,83.0,사용중,0,0,0,1694,2020,가을,4,20201101,155600,11,1,15,56,일요일,강남소방서,역삼119안전센터,역삼119안전센터,246,1303,서울특별시,강남구,도시,127.0342028,37.5053196,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,절연열화에 의한 단락,전기/전자,전선피복,,,,,주거,공동주택,다세대주택,2.0,2.0,N,N,N,,,,,,13.3,11.5,2.1,200.0,96.0,,265.0,역삼1동
201104150506831,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,6.0,1.0,762.0,129.0,사용중,0,0,0,8435,2020,가을,4,20201104,103000,11,4,10,30,수요일,강남소방서,역삼119안전센터,역삼119안전센터,206,4135,서울특별시,강남구,도시,127.0386805,37.4947967,4.0,1.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,전기/전자,작동장치(모터/ 히터/ 램프 등),산업장비,히터/히터봉/가열장치,,,생활서비스,음식점,일식,1.0,0.0,N,N,N,,,,,,3.9,,3.7,290.0,31.0,,2000.0,역삼1동
201107123321951,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,18.0,5.0,16539.0,718.0,사용중,0,0,0,1584,2020,가을,4,20201107,100000,11,7,10,0,토요일,강남소방서,역삼119안전센터,역삼119안전센터,219,5648,서울특별시,강남구,도시,127.0276228,37.4989401,4.0,2.0,0.0,작동기기,기기 전도/복사열,기계적 요인,과열/ 과부하,전기/전자,작동장치(모터/ 히터/ 램프 등),,,,,판매/업무시설,일반업무,일반빌딩,18.0,0.0,N,N,N,,,,,,13.9,,3.9,290.0,79.0,,440.0,역삼1동
201110155712660,기타(쓰레기 화재등),,,,,,,,,,0,0,0,11,2020,가을,4,20201110,140200,11,10,14,2,화요일,강남소방서,역삼119안전센터,역삼119안전센터,451,853,서울특별시,강남구,도시,127.0288242,37.5044868,3.0,4.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,12.0,,3.2,290.0,35.0,,2000.0,역삼1동
201128153001523,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,5.0,1.0,2518.0,398.0,사용중,0,0,0,125,2020,가을,4,20201128,114300,11,28,11,43,토요일,강남소방서,역삼119안전센터,역삼119안전센터,359,605,서울특별시,강남구,도시,127.0292744,37.4995332,4.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,기타(전기/전자),,,,,생활서비스,음식점,커피숍/다방/카페(휴게),1.0,0.0,N,Y,N,,,,,,0.4,,3.1,290.0,43.0,,2000.0,역삼1동
201129134655212,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,733.0,140.0,사용중,0,0,0,8,2020,가을,4,20201129,125200,11,29,12,52,일요일,강남소방서,역삼119안전센터,역삼119안전센터,240,500,서울특별시,강남구,도시,127.0376245,37.4975686,3.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,나무,,,,,생활서비스,음식점,한식,1.0,1.0,N,N,N,,,,,,1.7,,2.5,320.0,56.0,,2000.0,역삼1동
201208181648413,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,7.0,4.0,5309.0,324.0,사용중,0,0,0,872,2020,겨울,4,20201208,171800,12,8,17,18,화요일,강남소방서,역삼119안전센터,역삼119안전센터,420,921,서울특별시,강남구,도시,127.0410523,37.5066013,3.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,일반빌딩,7.0,0.0,N,Y,N,,,,,,2.3,,2.7,290.0,36.0,,2000.0,역삼1동
201216101705874,건축/구조물,양식(옥),철근콘크리트조,슬라브가,,14.0,7.0,23691.0,1967.0,사용중,0,0,0,500459,2020,겨울,4,20201215,231200,12,15,23,12,화요일,강남소방서,역삼119안전센터,역삼119안전센터,218,114858,서울특별시,강남구,도시,127.0412877,37.5046476,3.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,전기/전자,콘센트/ 스위치류,,,,,판매/업무시설,일반업무,기타 일반업무시설,-3.0,1000.0,N,Y,N,,,,,,-8.7,,2.4,20.0,58.0,0.8,2000.0,역삼1동
201220212134596,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,115.0,3.0,13427.0,885.0,사용중,0,0,0,1630,2020,겨울,4,20201220,192800,12,20,19,28,일요일,강남소방서,역삼119안전센터,역삼119안전센터,324,2202,서울특별시,강남구,도시,127.0314042,37.4913424,5.0,2.0,0.0,작동기기,전기적 아크(단락),전기적 요인,미확인단락,합성수지,플라스틱/ PVC/ 비닐/ 장판,계절용 기기,공기청정기,,,판매/업무시설,일반업무,일반빌딩,2.0,10.0,N,Y,N,,,,,,-1.8,,3.1,250.0,54.0,,2000.0,역삼1동
201225192205156,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,4.0,1.0,504.0,115.0,사용중,0,0,0,13,2020,겨울,4,20201225,182300,12,25,18,23,금요일,강남소방서,역삼119안전센터,역삼119안전센터,313,852,서울특별시,강남구,도시,127.0393459,37.5040057,3.0,1.0,0.0,작동기기,기기 전도/복사열,부주의,음식물 조리중,식품,음식물,,,,,주거,기타주택,기타 주택,2.0,0.0,N,N,N,,,,,,1.2,,2.2,250.0,43.0,,2000.0,역삼1동
201226175313618,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,36.0,7.0,96578.0,2246.0,신축,0,0,0,107,2020,겨울,4,20201226,161100,12,26,16,11,토요일,강남소방서,역삼119안전센터,역삼119안전센터,219,644,서울특별시,강남구,도시,127.0410482,37.502999,3.0,2.0,0.0,불꽃/ 불티,용접/ 절단/ 연마,부주의,용접/ 절단/ 연마,침구/직물류,의류,기타,기타,,,판매/업무시설,숙박시설,호텔,29.0,3.0,N,N,N,,,,,,7.1,,2.7,290.0,50.0,,1331.0,역삼1동
201227032535540,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,13.0,5.0,21304.0,1111.0,사용중,0,0,0,0,2020,겨울,4,20201227,22000,12,27,2,20,일요일,강남소방서,역삼119안전센터,역삼119안전센터,321,2457,서울특별시,강남구,도시,127.0329241,37.4986607,4.0,1.0,0.0,마찰/ 전도/ 복사,화염 전도/복사열,부주의,불씨/불꽃/화원방치,종이/목재/건초등,종이,,,,,판매/업무시설,일반업무,오피스텔,2.0,0.0,N,Y,N,,,,,,1.4,,1.7,50.0,71.0,,1177.0,역삼1동
201227231529235,기타(쓰레기 화재등),,,,,,,,,,0,0,0,67,2020,겨울,4,20201227,215800,12,27,21,58,일요일,강남소방서,역삼119안전센터,역삼119안전센터,246,612,서울특별시,강남구,도시,127.0361929,37.4963954,4.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,재활용,,,,,기타,야외,쓰레기,,,N,N,N,,,,,,7.1,0.0,2.0,290.0,58.0,,1545.0,역삼1동
201228183141896,건축/구조물,양식(옥),철근콘크리트조,슬라브가,1.0,7.0,2.0,2229.0,302.0,사용중,0,0,0,293,2020,겨울,4,20201228,171600,12,28,17,16,월요일,강남소방서,역삼119안전센터,역삼119안전센터,336,1134,서울특별시,강남구,도시,127.0356912,37.5025424,3.0,1.0,0.0,담뱃불/ 라이터불,담뱃불,부주의,담배꽁초,쓰레기류,쓰레기,,,,,판매/업무시설,일반업무,일반빌딩,5.0,1.0,N,Y,N,,,,,,9.6,,2.7,290.0,54.0,,1164.0,역삼1동
